------------------------------
614e5c1f                                 littlefs-reg2mem.bc                                                        
rrdset_init_last_updated_time: rrdset_init_last_updated_time emptyset
eval_greater_than_or_equal: eval_greater_than_or_equal '==0
pipe: pipe <0
registry_machine_get: registry_machine_get '==0
eval_sign_minus: eval_sign_minus emptyset
health_parse_db_lookup: health_parse_db_lookup '==0
grouping_create_average: grouping_create_average '==0
appconfig_section_find: appconfig_section_find emptyset
grouping_create_median: grouping_create_median '==0
grouping_flush_median: grouping_flush_median emptyset
grouping_create_min: grouping_create_min '==0
grouping_create_sum: grouping_create_sum '==0
registry_request_machine: registry_request_machine '==0
grouping_flush_stddev: grouping_flush_stddev '==0
is_major_enabled: is_major_enabled >0
strcat: strcat emptyset
window: window emptyset
grouping_flush_ses: grouping_flush_ses '==0
health_alarm_log_open: health_alarm_log_open '==0
grouping_create_des: grouping_create_des '==0
simple_hash_strcmp: simple_hash_strcmp emptyset
registry_fix_url: registry_fix_url emptyset
str2i: str2i emptyset
rrdvar_custom_host_variable_create: rrdvar_custom_host_variable_create '==0
rrdsetvar_custom_chart_variable_create: rrdsetvar_custom_chart_variable_create '==0
tolower: tolower emptyset
pluginsd_process: pluginsd_process '==0
sock_enlarge_in: sock_enlarge_in <0
pluginsd_worker_thread: pluginsd_worker_thread emptyset
parse_divide: parse_divide '==0
readlink: readlink <0
rrddim_compare: rrddim_compare emptyset
__ctype_b_loc: __ctype_b_loc '==0
parse_and: parse_and '==0
pluginsd_space: pluginsd_space emptyset
rrdcalc_add_alarm_from_config: rrdcalc_add_alarm_from_config '==0
web_client_create_on_fd: web_client_create_on_fd '==0
web_server_check_client_status: web_server_check_client_status emptyset
poll_default_add_callback: poll_default_add_callback emptyset
str2l: str2l emptyset
dictionary_name_value_index_find_nolock: dictionary_name_value_index_find_nolock emptyset
registry_machine_find: registry_machine_find emptyset
print_number_llu_r_smart: print_number_llu_r_smart emptyset
rrdhost_should_be_removed: rrdhost_should_be_removed emptyset
registry_json_disabled: registry_json_disabled emptyset
color_map: color_map emptyset
rrddim_index_find: rrddim_index_find emptyset
registry_person_get: registry_person_get '==0
web_server_rcv_callback: web_server_rcv_callback <0
registry_url_index_del: registry_url_index_del emptyset
registry_machine_url_allocate: registry_machine_url_allocate '==0
semctl: semctl <0
read: read <0
registry_request_access: registry_request_access '==0
tc_device_index_find: tc_device_index_find emptyset
registry_verify_request: registry_verify_request '==0
mymmap: mymmap '==0
registry_request_delete: registry_request_delete emptyset
printf: printf <0
registry_request_hello_json: registry_request_hello_json emptyset
web_client_api_request_v1_alarm_log: web_client_api_request_v1_alarm_log emptyset
verdana11_width: verdana11_width emptyset
rrdcalc_find: rrdcalc_find emptyset
web_client_api_request_v1_alarms: web_client_api_request_v1_alarms emptyset
shell_name_copy: shell_name_copy emptyset
------------------------------
ef786082                                 mbedtls-reg2mem.bc                                                         
mbedtls_version_get_number: mbedtls_version_get_number emptyset
mbedtls_hkdf: mbedtls_hkdf <0
mbedtls_hkdf_expand: mbedtls_hkdf_expand <0
mbedtls_hkdf_extract: mbedtls_hkdf_extract <0
dummy_send: dummy_send emptyset
dummy_entropy: dummy_entropy emptyset
LLVMFuzzerTestOneInput: LLVMFuzzerTestOneInput emptyset
dummy_random: dummy_random <0
mbedtls_arc4_self_test: mbedtls_arc4_self_test '==0
mbedtls_xtea_self_test: mbedtls_xtea_self_test '==0
mbedtls_xtea_crypt_ecb: mbedtls_xtea_crypt_ecb emptyset
mbedtls_ssl_cookie_check: mbedtls_ssl_cookie_check <0
mbedtls_ssl_cookie_write: mbedtls_ssl_cookie_write <0
mbedtls_ssl_cookie_setup: mbedtls_ssl_cookie_setup <0
mbedtls_timing_get_delay: mbedtls_timing_get_delay <0
mbedtls_timing_get_timer: mbedtls_timing_get_timer '==0
mbedtls_x509write_csr_pem: mbedtls_x509write_csr_pem <0
mbedtls_x509write_csr_der: mbedtls_x509write_csr_der <0
mbedtls_x509write_csr_set_ns_cert_type: mbedtls_x509write_csr_set_ns_cert_type <0
mbedtls_x509write_csr_set_key_usage: mbedtls_x509write_csr_set_key_usage <0
mbedtls_x509_csr_parse_file: mbedtls_x509_csr_parse_file <0
mbedtls_entropy_update_seed_file: mbedtls_entropy_update_seed_file <0
mbedtls_entropy_write_seed_file: mbedtls_entropy_write_seed_file <0
fuzz_recv: fuzz_recv emptyset
mbedtls_entropy_gather: mbedtls_entropy_gather <0
mbedtls_chacha20_self_test: mbedtls_chacha20_self_test emptyset
mbedtls_asn1_find_named_data: mbedtls_asn1_find_named_data emptyset
mbedtls_pk_check_pair: mbedtls_pk_check_pair <0
mbedtls_pk_setup_rsa_alt: mbedtls_pk_setup_rsa_alt <0
mbedtls_pk_write_pubkey_pem: mbedtls_pk_write_pubkey_pem <0
ssl_ticket_select_key: ssl_ticket_select_key emptyset
ssl_ticket_gen_key: ssl_ticket_gen_key <0
mbedtls_cipher_get_key_bitlen: mbedtls_cipher_get_key_bitlen emptyset
mbedtls_ecdh_can_do: mbedtls_ecdh_can_do emptyset
mbedtls_net_send: mbedtls_net_send <0
mbedtls_net_recv_timeout: mbedtls_net_recv_timeout <0
mbedtls_net_recv: mbedtls_net_recv <0
mbedtls_net_poll: mbedtls_net_poll <0
mbedtls_net_set_nonblock: mbedtls_net_set_nonblock <0
mbedtls_net_accept: mbedtls_net_accept <0
ecp_mod_p255: ecp_mod_p255 <0
blowfish_setkey_wrap: blowfish_setkey_wrap <0
ecp_mod_p256k1: ecp_mod_p256k1 <0
pk_write_ec_param: pk_write_ec_param <0
ciphersuite_is_removed: ciphersuite_is_removed emptyset
ecp_mod_p224k1: ecp_mod_p224k1 <0
mbedtls_pk_write_key_pem: mbedtls_pk_write_key_pem <0
ecp_mod_koblitz: ecp_mod_koblitz <0
arc4_ctx_alloc: arc4_ctx_alloc '==0
ecp_mod_p521: ecp_mod_p521 <0
ecp_mod_p256: ecp_mod_p256 <0
eckey_alloc_wrap: eckey_alloc_wrap '==0
mbedtls_x509_csr_parse_der: mbedtls_x509_csr_parse_der <0
mbedtls_ecp_check_pub_priv: mbedtls_ecp_check_pub_priv <0
mbedtls_ssl_dtls_record_replay_check: mbedtls_ssl_dtls_record_replay_check emptyset
ssl_decrypt_encrypted_pms: ssl_decrypt_encrypted_pms <0
mbedtls_ecdsa_read_signature: mbedtls_ecdsa_read_signature <0
eckey_can_do: eckey_can_do emptyset
oid_cipher_alg_from_asn1: oid_cipher_alg_from_asn1 emptyset
blowfish_crypt_cbc_wrap: blowfish_crypt_cbc_wrap <0
psa_hash_compare: psa_hash_compare <0
mbedtls_ssl_get_verify_result: mbedtls_ssl_get_verify_result emptyset
psa_hash_verify: psa_hash_verify <0
ssl_write_hello_request: ssl_write_hello_request <0
mbedtls_mpi_write_file: mbedtls_mpi_write_file <0
mbedtls_mpi_self_test: mbedtls_mpi_self_test <0
psa_generate_key: psa_generate_key <0
mbedtls_rsa_gen_key: mbedtls_rsa_gen_key <0
x509_date_is_valid: x509_date_is_valid emptyset
mbedtls_x509_crt_verify_restartable: mbedtls_x509_crt_verify_restartable <0
mbedtls_mpi_is_prime_ext: mbedtls_mpi_is_prime_ext <0
get_zeros_padding: get_zeros_padding <0
psa_generate_key_internal: psa_generate_key_internal <0
psa_read_rsa_exponent: psa_read_rsa_exponent <0
exercise_key: exercise_key '==0
psa_key_agreement_raw_internal: psa_key_agreement_raw_internal <0
psa_aead_decrypt: psa_aead_decrypt <0
mbedtls_ecdh_get_params: mbedtls_ecdh_get_params <0
exercise_asymmetric_encryption_key: exercise_asymmetric_encryption_key '==0
psa_hash_clone: psa_hash_clone <0
psa_key_derivation_hkdf_read: psa_key_derivation_hkdf_read <0
setup_key_derivation_wrap: setup_key_derivation_wrap '==0
pk_group_id_from_group: pk_group_id_from_group <0
psa_key_derivation_input_key: psa_key_derivation_input_key <0
psa_restrict_key_policy: psa_restrict_key_policy <0
psa_key_derivation_input_internal: psa_key_derivation_input_internal <0
mbedtls_ssl_ciphersuite_from_id: mbedtls_ssl_ciphersuite_from_id emptyset
mbedtls_ssl_ticket_parse: mbedtls_ssl_ticket_parse <0
mbedtls_ssl_parse_change_cipher_spec: mbedtls_ssl_parse_change_cipher_spec <0
psa_get_key_attributes: psa_get_key_attributes <0
mbedtls_cipher_info_from_values: mbedtls_cipher_info_from_values emptyset
ssl_write_server_key_exchange: ssl_write_server_key_exchange <0
psa_tls12_prf_set_label: psa_tls12_prf_set_label <0
pk_get_ecparams: pk_get_ecparams <0
psa_key_derivation_check_input_type: psa_key_derivation_check_input_type <0
size_greater_than: size_greater_than emptyset
psa_import_key_into_slot: psa_import_key_into_slot <0
exercise_key_derivation_key: exercise_key_derivation_key '==0
mbedtls_cipher_get_block_size: mbedtls_cipher_get_block_size emptyset
psa_asymmetric_encrypt: psa_asymmetric_encrypt <0
mbedtls_x509_csr_parse: mbedtls_x509_csr_parse <0
psa_crypto_init: psa_crypto_init <0
mbedtls_rsa_rsaes_pkcs1_v15_encrypt: mbedtls_rsa_rsaes_pkcs1_v15_encrypt <0
psa_ecdsa_verify: psa_ecdsa_verify <0
ecdsa_verify_restartable: ecdsa_verify_restartable <0
mbedtls_ecp_muladd_restartable: mbedtls_ecp_muladd_restartable <0
mbedtls_blowfish_setkey: mbedtls_blowfish_setkey <0
all_or_nothing_int: all_or_nothing_int emptyset
psa_rsa_verify: psa_rsa_verify <0
exercise_mac_setup: exercise_mac_setup '==0
mbedtls_rsa_pkcs1_verify: mbedtls_rsa_pkcs1_verify <0
psa_sign_hash: psa_sign_hash <0
mbedtls_ssl_ciphersuite_uses_srv_cert: mbedtls_ssl_ciphersuite_uses_srv_cert emptyset
mbedtls_ecp_mul_shortcuts: mbedtls_ecp_mul_shortcuts <0
ssl_ciphersuite_match: ssl_ciphersuite_match <0
psa_ecdsa_sign: psa_ecdsa_sign <0
ecp_mul_comb: ecp_mul_comb <0
ecdsa_sign_det_restartable: ecdsa_sign_det_restartable <0
ct_lt_mpi_uint: ct_lt_mpi_uint emptyset
ssl_parse_client_key_exchange: ssl_parse_client_key_exchange <0
des3_ctx_alloc: des3_ctx_alloc '==0
mbedtls_hmac_drbg_seed_buf: mbedtls_hmac_drbg_seed_buf <0
mbedtls_ssl_check_record: mbedtls_ssl_check_record <0
mbedtls_rsa_rsassa_pss_sign: mbedtls_rsa_rsassa_pss_sign <0
mbedtls_rsa_rsassa_pkcs1_v15_sign: mbedtls_rsa_rsassa_pkcs1_v15_sign <0
psa_get_key_domain_parameters: psa_get_key_domain_parameters <0
des3_crypt_cbc_wrap: des3_crypt_cbc_wrap emptyset
mbedtls_aes_crypt_cfb128: mbedtls_aes_crypt_cfb128 <0
convert_params: convert_params <0
rsa_rsassa_pkcs1_v15_encode: rsa_rsassa_pkcs1_v15_encode <0
mbedtls_oid_get_oid_by_md: mbedtls_oid_get_oid_by_md <0
psa_get_key_id: psa_get_key_id emptyset
exercise_signature_key: exercise_signature_key '==0
mbedtls_ccm_encrypt_and_tag: mbedtls_ccm_encrypt_and_tag <0
ssl_parse_client_hello: ssl_parse_client_hello <0
mbedtls_gcm_auth_decrypt: mbedtls_gcm_auth_decrypt <0
chachapoly_crypt_and_tag: chachapoly_crypt_and_tag <0
mbedtls_poly1305_finish: mbedtls_poly1305_finish emptyset
mbedtls_ccm_star_encrypt_and_tag: mbedtls_ccm_star_encrypt_and_tag <0
psa_key_derivation_tls12_prf_generate_next_block: psa_key_derivation_tls12_prf_generate_next_block <0
ssl_parse_servername_ext: ssl_parse_servername_ext <0
mbedtls_gcm_finish: mbedtls_gcm_finish <0
mbedtls_x509write_crt_der: mbedtls_x509write_crt_der <0
mbedtls_aes_self_test: mbedtls_aes_self_test <0
dummy_constant_time: dummy_constant_time emptyset
mbedtls_ccm_setkey: mbedtls_ccm_setkey <0
psa_cipher_set_iv: psa_cipher_set_iv <0
psa_cipher_abort: psa_cipher_abort <0
mbedtls_ecp_curve_info_from_grp_id: mbedtls_ecp_curve_info_from_grp_id emptyset
rsa_get_bitlen: rsa_get_bitlen emptyset
mbedtls_cipher_info_from_psa: mbedtls_cipher_info_from_psa emptyset
mbedtls_rsa_complete: mbedtls_rsa_complete <0
ssl_parse_server_hello: ssl_parse_server_hello <0
exercise_mac_key: exercise_mac_key '==0
x509_crt_check_ee_locally_trusted: x509_crt_check_ee_locally_trusted emptyset
mbedtls_asn1_get_len: mbedtls_asn1_get_len <0
safer_memcmp: safer_memcmp emptyset
psa_mac_verify_setup: psa_mac_verify_setup <0
ecp_add_mixed: ecp_add_mixed <0
mbedtls_ecdsa_sign: mbedtls_ecdsa_sign <0
mbedtls_base64_self_test: mbedtls_base64_self_test >0
psa_hmac_finish_internal: psa_hmac_finish_internal <0
psa_hmac_abort_internal: psa_hmac_abort_internal <0
ssl_parse_certificate_chain: ssl_parse_certificate_chain <0
ecdh_make_public_internal: ecdh_make_public_internal <0
psa_hash_finish: psa_hash_finish <0
ecp_mod_p192: ecp_mod_p192 <0
psa_cipher_init: psa_cipher_init <0
psa_cipher_decrypt_setup: psa_cipher_decrypt_setup <0
x509_get_entries: x509_get_entries <0
usage_to_exercise: usage_to_exercise emptyset
ssl_flight_append: ssl_flight_append <0
exercise_export_key: exercise_export_key '==0
psa_aead_encrypt: psa_aead_encrypt <0
ssl_srv_check_client_no_crt_notification: ssl_srv_check_client_no_crt_notification <0
exported_key_sanity_check: exported_key_sanity_check '==0
ecp_normalize_mxz: ecp_normalize_mxz <0
mbedtls_md_get_type: mbedtls_md_get_type emptyset
mbedtls_ssl_get_alpn_protocol: mbedtls_ssl_get_alpn_protocol emptyset
mem_is_char: mem_is_char emptyset
mbedtls_rsa_deduce_primes: mbedtls_rsa_deduce_primes <0
construct_fake_rsa_key: construct_fake_rsa_key <0
ssl_parse_alpn_ext: ssl_parse_alpn_ext <0
asn1_write_10x: asn1_write_10x <0
mbedtls_asn1_write_octet_string: mbedtls_asn1_write_octet_string <0
eckey_verify_wrap: eckey_verify_wrap <0
psa_mac_update: psa_mac_update <0
mbedtls_asn1_write_raw_buffer: mbedtls_asn1_write_raw_buffer <0
mbedtls_ecp_gen_key: mbedtls_ecp_gen_key <0
mbedtls_ssl_own_cert: mbedtls_ssl_own_cert emptyset
mbedtls_gcm_self_test: mbedtls_gcm_self_test <0
mbedtls_oid_get_oid_by_ec_grp: mbedtls_oid_get_oid_by_ec_grp <0
mbedtls_hmac_drbg_reseed: mbedtls_hmac_drbg_reseed <0
asn1_write_tagged_int: asn1_write_tagged_int <0
mbedtls_poly1305_self_test: mbedtls_poly1305_self_test <0
pk_write_pubkey_simple: pk_write_pubkey_simple <0
mbedtls_ecdh_calc_secret: mbedtls_ecdh_calc_secret <0
ecp_mul_comb_after_precomp: ecp_mul_comb_after_precomp <0
psa_key_derivation_key_agreement: psa_key_derivation_key_agreement <0
mbedtls_mpi_write_binary_le: mbedtls_mpi_write_binary_le <0
mbedtls_ecdsa_can_do: mbedtls_ecdsa_can_do emptyset
mbedtls_ssl_set_hs_psk: mbedtls_ssl_set_hs_psk <0
pk_write_rsa_pubkey: pk_write_rsa_pubkey <0
mbedtls_hardclock_poll: mbedtls_hardclock_poll emptyset
mbedtls_ssl_tls_prf: mbedtls_ssl_tls_prf <0
mbedtls_ecdh_make_params: mbedtls_ecdh_make_params <0
mbedtls_ecp_point_write_binary: mbedtls_ecp_point_write_binary <0
x509_crt_parse_der_core: x509_crt_parse_der_core <0
mgf_mask: mgf_mask <0
psa_get_rsa_public_exponent: psa_get_rsa_public_exponent <0
psa_copy_key: psa_copy_key <0
psa_cipher_encrypt_setup: psa_cipher_encrypt_setup <0
mbedtls_pk_verify_ext: mbedtls_pk_verify_ext <0
psa_finish_key_creation: psa_finish_key_creation emptyset
ssl_check_record_type: ssl_check_record_type <0
psa_validate_optional_attributes: psa_validate_optional_attributes <0
mbedtls_chachapoly_encrypt_and_tag: mbedtls_chachapoly_encrypt_and_tag <0
psa_import_rsa_key: psa_import_rsa_key <0
psa_check_rsa_key_byte_aligned: psa_check_rsa_key_byte_aligned <0
ecp_double_jac: ecp_double_jac <0
mbedtls_pk_get_type: mbedtls_pk_get_type emptyset
mbedtls_pk_parse_key: mbedtls_pk_parse_key <0
mul64: mul64 emptyset
ecp_mod_p192k1: ecp_mod_p192k1 <0
psa_key_derivation_setup: psa_key_derivation_setup <0
mbedtls_cipher_crypt: mbedtls_cipher_crypt <0
mbedtls_pkcs5_pbkdf2_hmac: mbedtls_pkcs5_pbkdf2_hmac <0
mbedtls_md_hmac_reset: mbedtls_md_hmac_reset <0
mbedtls_rsa_export: mbedtls_rsa_export <0
mbedtls_asn1_write_null: mbedtls_asn1_write_null <0
mbedtls_md_hmac_update: mbedtls_md_hmac_update <0
mbedtls_md_hmac_starts: mbedtls_md_hmac_starts <0
mbedtls_pem_read_buffer: mbedtls_pem_read_buffer <0
ssl_parse_max_fragment_length_ext: ssl_parse_max_fragment_length_ext <0
x509_parse_time: x509_parse_time <0
mbedtls_cipher_reset: mbedtls_cipher_reset <0
ssl_write_client_key_exchange: ssl_write_client_key_exchange <0
psa_aead_unpadded_locate_tag: psa_aead_unpadded_locate_tag <0
mbedtls_oid_get_cipher_alg: mbedtls_oid_get_cipher_alg <0
mbedtls_ssl_send_alert_message: mbedtls_ssl_send_alert_message <0
mbedtls_x509_write_extensions: mbedtls_x509_write_extensions <0
psa_get_key_slot: psa_get_key_slot <0
ssl_parse_new_session_ticket: ssl_parse_new_session_ticket <0
mbedtls_ctr_drbg_random: mbedtls_ctr_drbg_random <0
fix_negative: fix_negative <0
mbedtls_ssl_session_reset_int: mbedtls_ssl_session_reset_int <0
pkcs5_parse_pbkdf2_params: pkcs5_parse_pbkdf2_params <0
mbedtls_oid_get_md_hmac: mbedtls_oid_get_md_hmac <0
psa_key_policy_algorithm_intersection: psa_key_policy_algorithm_intersection emptyset
psa_cipher_finish: psa_cipher_finish <0
mbedtls_x509_crt_verify_info: mbedtls_x509_crt_verify_info <0
mbedtls_mpi_gcd: mbedtls_mpi_gcd <0
x509_get_current_time: x509_get_current_time <0
mbedtls_ecdsa_read_signature_restartable: mbedtls_ecdsa_read_signature_restartable <0
ecdsa_sign_wrap: ecdsa_sign_wrap <0
psa_get_key_algorithm: psa_get_key_algorithm emptyset
mbedtls_asn1_write_tag: mbedtls_asn1_write_tag <0
mbedtls_x509_get_alg: mbedtls_x509_get_alg '==0
